,sensor_packet,runtime_hours,lubrication_index,machine_health_index,operation_mode,plant_section,product_family,production_stage,fault_severity,certification_level,output_quality
4512,T:22.35 V:7.13 H:38.7,1.8929501042602936,3.397092824295393,1.8802610612127049,auto,West,Fam_20,Init,No Fault,ISO9001,Medium
4513,T:22.31 V:7.38 H:35.7,1.5572061435208044,2.337236843875879,1.3301054999510675,semi_auto,South,Fam_23,Init,No Fault,ISO9001,Medium
4514,T:17.56 V:7.48 H:45.1,8.805570554805376,5.366945125962052,2.773853586868631,auto,West,Fam_38,Final,No Fault,ISO9001,Low
4515,T:21.74 V:5.51 H:39.1,2.9959353436797453,,,semi_auto,East,Fam_07,Processing,Low,ISO9001,Low
4516,T:25.54 V:6.10 H:26.5,4.307020296310739,1.908616112900686,1.1557359541808307,semi_auto,West,Fam_19,Processing,No Fault,ISO9001,Medium
4517,T:26.40 V:9.42 H:33.1,2.050532635885768,,2.309686422833493,semi_auto,South,Fam_19,Init,No Fault,ISO9001,Medium
4518,T:21.68 V:4.02 H:41.0,1.5328580463462176,3.290714817403364,1.1593141430177905,semi_auto,North,Fam_14,Assembly,No Fault,ISO9001,Low
4519,T:27.10 V:7.39 H:50.3,4.886941523266844,2.7516381279680178,1.3960773297748543,semi_auto,East,Fam_04,Final,No Fault,ISO9001,Medium
4520,T:16.63 V:8.00 H:45.6,3.384386722518265,3.4265512360457384,1.9466421349098464,auto,East,Fam_16,Assembly,No Fault,ISO9001,Low
4521,T:23.83 V:11.32 H:40.7,5.362438856929833,2.9807124696266207,2.165085003843164,auto,South,Fam_04,Processing,No Fault,ISO9001,High
4522,T:30.97 V:12.21 H:45.0,4.014602853843752,4.379708872325292,2.679348250538613,semi_auto,South,Fam_13,Processing,No Fault,ISO9001,
4523,T:22.81 V:7.99 H:44.8,2.972274435447935,2.5558942237794207,1.6008292560362882,auto,North,Fam_40,Final,No Fault,ISO9001,Medium
4524,T:22.06 V:9.74 H:44.1,1.58949092746525,5.884049901480367,,manual,East,Fam_06,Assembly,No Fault,ISO9001,High
4525,T:21.97 V:12.78 H:37.4,3.0798676852033617,3.4224437688518417,,auto,West,Fam_03,Init,No Fault,ISO9001,High
4526,T:31.17 V:6.63 H:41.2,6.603519740669608,3.836745712573941,1.9515896758720588,auto,South,Fam_27,Final,No Fault,ISO9001,Low
4527,T:25.45 V:8.26 H:34.4,5.207366646632297,3.7372379929837978,1.8721212851500344,auto,West,Fam_22,Assembly,No Fault,ISO9001,Medium
4528,T:26.12 V:6.16 H:43.8,4.543200534625063,5.98273118051574,,auto,East,Fam_22,Init,No Fault,ISO9001,High
4529,T:18.51 V:4.88 H:53.0,2.7027730458025223,4.765257520583216,,auto,West,Fam_09,Init,No Fault,ISO9001,Low
4530,T:31.28 V:5.85 H:52.8,3.6990695083284537,3.8462618035347016,1.703224136071376,semi_auto,South,Fam_03,Assembly,No Fault,ISO9001,Low
4531,T:20.98 V:10.01 H:33.6,4.210913861807725,3.6890484456728174,2.323684006608325,semi_auto,East,Fam_01,Processing,No Fault,ISO9001,High
4532,T:30.00 V:5.13 H:36.1,5.016464519141731,,2.371863049025861,auto,South,Fam_30,Final,No Fault,ISO9001,Low
4533,T:18.76 V:5.07 H:50.6,2.8122429724574567,3.3959781127599387,1.45211215234859,auto,East,Fam_16,Assembly,No Fault,ISO9001,Low
4534,T:24.51 V:4.04 H:52.1,7.951625176178459,2.6016815765399093,0.8906219798994043,auto,South,Fam_01,Final,No Fault,ISO9001,Medium
4535,T:16.03 V:6.60 H:51.7,5.915198609090577,,2.6195894832082334,auto,East,Fam_10,Assembly,No Fault,ISO9001,
4536,T:22.01 V:9.95 H:36.1,3.3969993382312174,8.962685892135495,4.295905194621377,manual,East,Fam_24,Final,No Fault,ISO9001,High
4537,T:20.58 V:7.21 H:53.2,3.622189890241956,3.5481962641107017,1.55668999374159,semi_auto,North,Fam_03,Processing,No Fault,ISO9001,Low
4538,T:26.93 V:4.71 H:36.6,5.565977934314391,3.5746752357823315,1.510291631042421,semi_auto,East,Fam_32,Init,No Fault,ISO9001,Medium
4539,T:28.52 V:13.05 H:26.8,6.611436896988691,3.503314877308784,2.7587751787636967,semi_auto,West,Fam_10,Processing,Low,ISO9001,Medium
4540,T:27.37 V:7.26 H:61.9,9.663297002865136,3.836000580378012,1.9638602948994175,auto,South,Fam_03,Assembly,Low,ISO9001,Medium
4541,T:31.77 V:12.57 H:63.0,4.595472427275691,5.089790185331115,3.211094267406227,manual,South,Fam_30,Processing,Low,ISO9001,
4542,T:33.10 V:6.55 H:51.5,1.6820034745821442,3.884362295875999,1.852712068958198,semi_auto,East,Fam_17,Init,,ISO9001,Low
4543,T:24.43 V:3.99 H:41.2,4.603549231991805,3.2939736003498603,1.3251712789191976,semi_auto,East,Fam_17,Init,No Fault,ISO9001,Medium
4544,T:22.26 V:16.59 H:51.9,5.352593132620491,1.932713512129136,2.5332479945012985,semi_auto,North,Fam_22,Assembly,,ISO9001,High
4545,T:17.87 V:6.26 H:47.6,1.892594643130585,,2.3958143853360068,auto,North,Fam_03,Final,No Fault,ISO9001,Low
4546,T:17.93 V:8.04 H:40.2,4.593776745644964,2.8248918267089422,1.731380885560128,semi_auto,North,Fam_01,Processing,No Fault,ISO9001,Low
4547,T:26.66 V:6.17 H:34.6,1.240902310304144,3.5906632501343805,1.7903137757520218,semi_auto,South,Fam_08,Processing,No Fault,ISO9001,Low
4548,T:20.00 V:8.35 H:54.5,2.7078316339559843,4.875460738768215,2.476431251441831,manual,East,Fam_01,Assembly,No Fault,ISO9001,Medium
4549,,3.455479573837534,3.859325876729313,2.024697548149656,auto,North,Fam_30,Processing,No Fault,ISO9001,Medium
4550,T:19.13 V:11.88 H:56.1,3.975845986389084,3.5161218174502267,2.470539879943046,auto,South,Fam_08,Final,No Fault,ISO9001,Medium
4551,T:24.24 V:9.32 H:71.5,3.680723737438642,3.9448497147742967,2.376774790160155,semi_auto,East,Fam_03,Assembly,,ISO9001,High
4552,T:20.69 V:4.99 H:50.0,3.620746975840023,4.594729548922009,2.01569631786764,semi_auto,South,Fam_02,Final,No Fault,ISO9001,Medium
4553,T:24.74 V:2.86 H:38.7,1.5408192314843951,,1.2893692037740692,auto,North,Fam_33,Init,No Fault,ISO9001,Low
4554,T:22.26 V:3.30 H:39.2,1.6161889410782528,3.3907169624261435,0.8712670905610669,semi_auto,West,Fam_33,Processing,Low,ISO9001,Low
4555,T:27.17 V:6.72 H:48.8,,3.1645904332864294,1.6209463302090166,auto,South,Fam_16,Final,No Fault,ISO9001,Medium
4556,T:22.28 V:7.81 H:43.4,2.018791073172766,5.695013474983909,2.830242002131526,auto,South,Fam_07,Processing,No Fault,ISO9001,High
4557,T:31.12 V:9.32 H:49.9,1.4435063383759013,5.599756112096865,3.13493025489705,auto,South,Fam_17,Assembly,,ISO9001,Low
4558,T:29.86 V:8.81 H:49.6,4.188510151171222,4.009971423457555,2.280108474802629,auto,South,Fam_08,Assembly,No Fault,ISO9001,Low
4559,T:26.12 V:11.64 H:52.7,7.82115924190825,2.8344972245821074,2.1059822058801867,auto,North,Fam_09,Processing,No Fault,ISO9001,High
4560,T:24.63 V:6.29 H:52.2,3.6727910810338633,2.2062690583908884,1.1576351073970208,auto,South,Fam_12,Assembly,No Fault,ISO9001,Medium
4561,T:20.22 V:10.94 H:42.0,6.887961737839236,3.7980463039655024,,semi_auto,North,Fam_04,Processing,,ISO9001,High
4562,T:22.23 V:9.29 H:56.3,1.433783649337177,6.239691270557275,3.24620524770588,manual,East,Fam_20,Init,No Fault,ISO9001,High
4563,,3.033733371326881,3.05091254846368,2.2768336322771523,auto,North,Fam_40,Processing,No Fault,ISO9001,High
4564,T:21.63 V:11.47 H:58.8,7.877146904333111,4.625377913617839,2.9489335492162767,semi_auto,North,Fam_02,Init,No Fault,ISO9001,High
4565,T:23.42 V:5.03 H:44.7,7.217257235955131,,1.398640747734191,auto,East,Fam_20,Assembly,No Fault,ISO9001,Medium
4566,T:25.49 V:6.54 H:51.9,2.8469055247562336,5.2705830730338885,2.1210423423512323,auto,North,Fam_02,Processing,No Fault,ISO9001,Medium
4567,T:24.30 V:6.31 H:62.5,6.037524230617754,2.804060542000677,1.4605675279029289,auto,West,Fam_02,Assembly,No Fault,ISO9001,Medium
4568,T:19.96 V:10.61 H:40.4,2.417064290026416,9.31921664089837,4.623291642445714,manual,North,Fam_18,Processing,No Fault,ISO9001,High
4569,T:31.46 V:7.14 H:51.2,2.275179060291346,2.965932636149988,1.53137964759079,auto,East,Fam_02,Processing,,ISO9001,Low
4570,T:20.00 V:12.03 H:49.3,3.052789396259852,,2.535126267766867,auto,South,Fam_13,Assembly,No Fault,ISO9001,Low
4571,T:24.81 V:6.48 H:33.3,,,2.96986035541176,manual,South,Fam_05,Init,No Fault,ISO9001,High
4572,T:18.33 V:8.83 H:42.9,5.912478099264416,3.713411421918413,2.0614306262682627,semi_auto,East,Fam_11,Processing,Low,ISO9001,Medium
4573,T:22.58 V:5.58 H:57.2,4.135751410815453,,2.2517852267852208,auto,North,Fam_12,Init,No Fault,ISO9001,High
4574,T:21.44 V:6.32 H:33.3,4.1705287649696885,3.2490528028313284,1.5438738282067208,semi_auto,North,Fam_05,Processing,No Fault,ISO9001,Low
4575,T:22.49 V:3.72 H:55.3,2.433204444311327,9.284461968374831,3.725691127992184,manual,South,Fam_28,Init,No Fault,ISO9001,High
4576,T:24.71 V:8.47 H:48.7,6.179915470652759,8.2029475703274,4.054786377299621,manual,East,Fam_03,Processing,No Fault,ISO9001,High
4577,T:16.06 V:8.89 H:31.5,3.2546988394082117,11.068490115725488,5.08652763577618,auto,South,Fam_07,Processing,No Fault,ISO9001,Medium
4578,T:17.62 V:10.76 H:40.3,4.819623567985694,3.7450646301665977,2.444760059751236,manual,North,Fam_01,Init,No Fault,ISO9001,Low
4579,T:28.65 V:8.01 H:33.1,8.061382370724893,1.7668275182310984,1.286959987120838,semi_auto,South,Fam_23,Final,No Fault,ISO9001,Medium
4580,T:24.39 V:7.31 H:29.2,5.573673325000343,2.987926322713484,1.5315569634877668,auto,East,Fam_01,Processing,No Fault,ISO9001,Medium
4581,T:19.88 V:9.32 H:39.9,4.459402346131391,1.9822867727537157,,semi_auto,West,Fam_14,Final,,ISO9001,Medium
4582,T:20.94 V:12.61 H:51.1,6.1940561025307215,1.8403605351360643,2.245510533434719,auto,West,Fam_32,Assembly,Medium,ISO9001,Low
4583,T:27.77 V:6.79 H:45.7,3.146906568231361,7.147108881926068,3.215758735945541,manual,North,Fam_10,Processing,No Fault,ISO9001,Medium
4584,T:21.12 V:6.86 H:46.8,4.310807513397065,3.1761352008593864,1.8304366606218485,semi_auto,West,Fam_05,Processing,No Fault,ISO9001,Low
4585,T:27.62 V:12.11 H:51.5,3.439757671455378,2.6148107208108957,2.354088561860363,semi_auto,East,Fam_22,Processing,No Fault,ISO9001,Medium
4586,,4.591773333145269,2.977964597406512,1.093013807139951,manual,East,Fam_34,Processing,No Fault,ISO9001,Low
4587,T:23.42 V:6.94 H:56.1,0.7790328885117348,1.4024653528033966,1.2053832324071476,auto,North,Fam_31,Assembly,No Fault,ISO9001,Low
4588,T:23.04 V:4.91 H:41.2,2.7771556028667765,4.181464859436463,1.8408883646054397,auto,South,Fam_02,Init,No Fault,ISO9001,Medium
4589,T:25.63 V:8.73 H:43.2,,5.004234715262913,2.626240954920932,auto,North,Fam_07,Processing,No Fault,ISO9001,Medium
4590,,2.9649943499753384,4.843680099223499,2.3647576057646367,semi_auto,North,Fam_29,Processing,No Fault,ISO9001,High
4591,T:19.25 V:5.02 H:53.6,2.7173891605758023,1.865468110223992,0.75024780616083,auto,East,Fam_09,Processing,No Fault,ISO9001,Low
4592,T:24.54 V:14.69 H:44.5,4.22046891422401,5.758514267824449,3.80677619280412,auto,East,Fam_01,Init,No Fault,ISO9001,
4593,T:21.94 V:6.62 H:32.5,2.6852484190776087,4.115453139276108,2.126508992269612,auto,North,Fam_21,Assembly,No Fault,ISO9001,High
4594,T:17.66 V:10.31 H:50.9,2.4795638384718623,2.406350696988333,1.959755675251962,semi_auto,North,Fam_01,Final,No Fault,ISO9001,Low
4595,T:24.23 V:8.27 H:33.7,2.5250561566986347,7.945348459822314,3.671087010898868,manual,South,Fam_01,Processing,No Fault,ISO9001,High
4596,T:20.30 V:8.28 H:61.3,3.851122008945338,9.40870102559662,4.184414489297304,semi_auto,South,Fam_10,Final,No Fault,ISO9001,High
4597,T:25.34 V:8.05 H:36.2,1.6994928462207692,1.960608467508572,1.143270502532992,auto,South,Fam_01,Final,No Fault,ISO9001,Low
4598,T:25.62 V:13.04 H:31.4,3.928644559315317,2.557277334202009,2.400040923933312,auto,East,Fam_04,Assembly,No Fault,ISO9001,High
4599,T:21.79 V:9.12 H:41.5,4.347202737071721,2.6586583423873784,1.5972184443484527,semi_auto,West,Fam_11,Final,No Fault,ISO9001,
4600,T:28.07 V:4.18 H:41.3,6.330718309798915,5.180072854342693,2.0276813527041373,manual,East,Fam_35,Assembly,Low,ISO9001,Medium
4601,T:20.74 V:10.86 H:53.3,7.715222174389062,,2.369566177982668,semi_auto,South,Fam_39,Processing,,ISO9001,High
4602,T:21.68 V:12.82 H:30.7,1.905464398123575,,,auto,North,Fam_16,Assembly,No Fault,ISO9001,High
4603,T:16.07 V:8.53 H:41.9,4.334722302564364,5.5504881901619925,2.7942001809904795,auto,West,Fam_15,Init,No Fault,ISO9001,Low
4604,T:28.98 V:2.58 H:54.4,7.310797440543149,6.056945093737624,2.2140592328446917,auto,East,Fam_27,Assembly,Low,ISO9001,High
4605,T:14.92 V:15.84 H:54.3,4.8241329940105535,4.117930244410812,3.4134864484918537,auto,South,Fam_05,Processing,No Fault,ISO9001,Low
4606,T:21.03 V:11.26 H:57.9,2.2232272038801764,4.701890291402672,2.834522228415419,auto,East,Fam_15,Processing,No Fault,ISO9001,Medium
4607,T:30.12 V:8.48 H:63.8,,2.55805721681309,1.662977807008529,auto,South,Fam_25,Init,,ISO9001,Low
4608,T:20.62 V:12.45 H:50.9,4.452675789508013,3.92748440440078,2.820121241933105,auto,North,Fam_16,Assembly,Low,ISO9001,High
4609,T:23.24 V:4.97 H:57.9,,7.391183670611009,3.224010186018337,auto,East,Fam_06,Assembly,No Fault,ISO9001,High
4610,T:24.37 V:8.49 H:52.7,1.2589094350842989,6.222846052728435,3.046216413586023,semi_auto,South,Fam_34,Processing,No Fault,ISO9001,High
4611,T:26.56 V:11.96 H:31.4,3.1542471241195096,2.62099714403832,2.199353658604929,auto,East,Fam_15,Init,No Fault,ISO9001,Low
4612,T:25.52 V:9.24 H:41.1,0.3757944571470881,3.311622093878334,2.120618975585737,auto,East,Fam_03,Assembly,No Fault,ISO9001,Medium
4613,T:25.45 V:6.44 H:72.8,4.113857114327649,1.6386661490276513,0.9372927919200916,semi_auto,North,Fam_01,Assembly,No Fault,ISO9001,Medium
4614,T:21.59 V:2.76 H:58.3,,4.541940775194229,,semi_auto,South,Fam_23,Processing,No Fault,ISO9001,Medium
4615,T:20.55 V:7.48 H:47.2,1.9242115706038836,,2.1572005804092917,auto,North,Fam_12,Init,No Fault,ISO9001,High
4616,T:12.40 V:5.57 H:53.8,5.945972726231723,2.326362748133376,1.262006590220747,semi_auto,West,Fam_01,Assembly,Low,ISO9001,Low
4617,T:24.50 V:6.73 H:28.8,,,1.9799881541088171,auto,South,Fam_01,Assembly,No Fault,ISO9001,High
4618,T:23.03 V:5.04 H:47.6,3.712348026769992,7.468393606329733,2.976152110212144,auto,North,Fam_02,Processing,Low,ISO9001,High
4619,T:28.58 V:2.75 H:51.3,3.902690944501133,5.456444521205965,1.7319757119924697,auto,South,Fam_20,Processing,No Fault,ISO9001,Low
4620,T:17.66 V:3.25 H:39.9,3.365873208178822,2.739202119656641,0.990772934322588,semi_auto,East,Fam_12,Assembly,No Fault,ISO9001,Low
4621,T:20.44 V:11.54 H:44.4,3.1548356693320763,3.573398841927983,2.752237017954013,semi_auto,South,Fam_04,Processing,No Fault,ISO9001,High
4622,T:21.05 V:8.76 H:57.9,5.233114885767054,6.865602134172048,3.346923538434829,manual,South,Fam_19,Processing,,ISO9001,High
4623,T:21.74 V:6.06 H:40.1,3.5549349638835293,4.570778821432442,2.1217777004838463,semi_auto,South,Fam_10,Assembly,,ISO9001,Medium
4624,T:23.79 V:11.33 H:43.3,5.56578231819975,4.915269972101754,2.960437969763346,auto,West,Fam_21,Processing,Low,ISO9001,High
4625,T:23.36 V:12.01 H:53.8,3.173670753959569,4.300833516336087,2.790221718665068,auto,West,Fam_08,Assembly,No Fault,ISO9001,High
4626,T:23.24 V:8.15 H:58.9,7.892338979722207,7.308846332558216,,auto,South,Fam_25,Assembly,No Fault,ISO9001,High
4627,T:27.51 V:10.21 H:43.3,1.664869059161829,5.050304917226008,2.951055429667147,auto,South,Fam_05,Processing,No Fault,ISO9001,Medium
4628,T:24.46 V:10.71 H:50.4,6.047164802840241,2.190982101849357,2.0015050768546585,auto,South,Fam_09,Init,No Fault,ISO9001,High
4629,T:21.34 V:5.44 H:62.0,0.6286259041422406,4.286509979885753,1.7935997253506963,auto,North,Fam_12,Init,No Fault,ISO9001,Low
4630,T:21.28 V:1.21 H:63.5,3.2273200274413565,5.520019087215966,1.7792502642597985,auto,West,Fam_35,Final,No Fault,ISO9001,Medium
4631,T:23.66 V:7.14 H:47.5,3.461174638204123,7.094357554030448,3.175860502128265,manual,North,Fam_10,Final,No Fault,ISO9001,High
4632,T:22.70 V:6.42 H:40.5,7.03746103936473,6.5950789271125725,2.84508951598811,manual,West,Fam_14,Final,No Fault,ISO9001,High
4633,T:18.90 V:14.54 H:46.6,7.396065433839278,3.489777399556964,3.114464702876014,auto,East,Fam_02,Assembly,No Fault,ISO9001,High
4634,T:21.62 V:7.70 H:43.8,6.253119596869141,4.954879713254182,2.488737347595659,manual,North,Fam_28,Init,No Fault,ISO9001,High
4635,T:25.41 V:6.90 H:41.8,1.3490210111668228,7.226143497070799,3.157123751304811,semi_auto,South,Fam_01,Processing,No Fault,ISO9001,High
4636,T:20.25 V:9.34 H:59.0,4.241472310259752,5.4062420254988846,2.7784201927392416,manual,North,Fam_04,Init,No Fault,ISO9001,High
4637,T:21.22 V:5.22 H:41.6,1.2036604496853478,3.777265425867011,1.8120360190884155,auto,South,Fam_18,Assembly,Low,ISO9001,Medium
4638,T:21.00 V:13.24 H:46.2,2.324011489646738,4.143363178886012,3.030263710144267,auto,North,Fam_40,Processing,No Fault,ISO9001,High
4639,T:24.09 V:9.09 H:37.7,1.7062761805804143,6.498455499608229,3.1495441333175527,auto,North,Fam_05,Processing,Low,ISO9001,High
4640,,2.6943459311425757,,1.1083882735458008,auto,West,Fam_01,Init,No Fault,ISO9001,Low
4641,T:24.47 V:8.36 H:64.6,2.7094371898417973,5.718478509890419,2.6889754030755286,auto,West,Fam_23,Processing,No Fault,ISO9001,High
4642,T:23.28 V:9.04 H:69.9,2.7857592121241823,2.160077745316508,1.6391782681057376,semi_auto,East,Fam_07,Assembly,No Fault,ISO9001,Medium
4643,T:24.18 V:7.86 H:80.7,7.295317780703874,3.499213931781308,1.9648566228267408,semi_auto,West,Fam_22,Init,No Fault,ISO9001,High
4644,T:23.90 V:7.09 H:26.0,0.5375179267203307,3.495515024960548,1.8643663597569515,auto,East,Fam_09,Assembly,Low,ISO9001,Low
4645,,3.374737257762989,3.9255861431392782,2.5080334941107045,semi_auto,East,Fam_09,Assembly,Medium,ISO9001,Low
4646,T:23.21 V:5.13 H:59.8,3.07904427168491,2.170742206468788,0.994402776159657,auto,East,Fam_03,Processing,No Fault,ISO9001,Medium
4647,T:27.78 V:6.89 H:48.1,6.9141300739004645,2.261432405668988,,semi_auto,South,Fam_02,Processing,Low,ISO9001,Low
4648,,3.205937080414276,5.703115032984683,2.3241530452461063,semi_auto,East,Fam_14,Processing,No Fault,ISO9001,Medium
4649,T:22.71 V:10.97 H:57.3,1.5337037479388096,3.769781756357044,2.476172944538193,auto,North,Fam_23,Processing,No Fault,ISO9001,High
4650,T:23.94 V:6.77 H:53.9,1.5425241916602013,4.742674965055724,2.129062662668056,auto,East,Fam_07,Init,No Fault,ISO9001,Medium
4651,T:20.61 V:10.14 H:32.8,6.769453254048496,2.8116773763484533,2.117951934396875,auto,North,Fam_04,Assembly,,ISO9001,High
4652,T:25.78 V:5.47 H:49.9,3.902792555659336,,0.7934601150929349,manual,West,Fam_02,Processing,No Fault,ISO9001,Low
4653,T:21.16 V:17.27 H:62.5,1.7649082011890056,3.7344136167451913,3.237213252150845,auto,West,Fam_28,Assembly,,ISO9001,Medium
4654,T:24.82 V:13.09 H:57.1,4.286809903111013,2.4268580132128657,2.2616093292653345,semi_auto,North,Fam_27,Init,No Fault,ISO9001,High
4655,T:29.77 V:12.09 H:49.9,,,2.373995592221376,semi_auto,South,Fam_20,Processing,No Fault,ISO9001,Medium
4656,T:17.03 V:5.03 H:48.7,1.4720737851355212,6.945013163151263,2.7532070657297867,manual,North,Fam_14,Init,No Fault,ISO9001,Low
4657,T:30.69 V:8.26 H:65.3,3.7384595729515184,5.703749619902222,2.809772091372621,manual,South,Fam_28,Assembly,No Fault,ISO9001,Low
4658,T:24.41 V:11.32 H:41.2,7.290699027133811,5.499588042005451,3.198775829817948,auto,West,Fam_38,Processing,No Fault,ISO9001,High
4659,T:21.83 V:4.70 H:41.5,8.117899649095664,3.8785303293355566,1.6868196074686412,auto,West,Fam_12,Processing,,ISO9001,High
4660,T:21.98 V:14.15 H:70.3,6.243701019299452,4.550480784082212,3.25287341131839,semi_auto,South,Fam_03,Assembly,Medium,ISO9001,Medium
4661,T:20.42 V:7.56 H:50.5,2.655671465568143,5.979963159819771,2.6879702560117447,semi_auto,West,Fam_15,Processing,No Fault,ISO9001,High
4662,T:21.98 V:4.80 H:48.9,4.53297164965287,3.633203037039729,1.5748906992784968,manual,East,Fam_03,Processing,No Fault,ISO9001,Medium
4663,T:22.95 V:10.33 H:61.8,3.7309014819332313,5.889528927915645,3.1508786795990646,manual,North,Fam_15,Assembly,No Fault,ISO9001,High
4664,T:18.93 V:10.88 H:46.2,4.908001131605449,2.849174953705068,2.2749045999119457,auto,East,Fam_01,Assembly,Low,ISO9001,Medium
4665,,6.200530901668884,4.682761348417477,2.53666318366201,semi_auto,North,Fam_03,Init,,ISO9001,Medium
4666,T:25.71 V:9.13 H:63.0,2.204255256329833,3.79949404276349,2.248049212432905,manual,South,Fam_37,Init,No Fault,ISO9001,Medium
4667,T:17.99 V:10.03 H:55.9,5.976622708874193,,2.306325002558631,semi_auto,East,Fam_13,Assembly,Low,ISO9001,Low
4668,T:16.72 V:9.18 H:51.9,7.54580787239467,3.374682451368829,2.3371839172139004,auto,East,Fam_28,Processing,No Fault,ISO9001,Low
4669,T:18.93 V:10.97 H:48.7,,5.2288159714699765,3.189303724491792,auto,East,Fam_22,Processing,No Fault,ISO9001,High
4670,T:23.11 V:6.73 H:53.3,4.109862002149665,2.641465961587506,1.407504930080294,semi_auto,East,Fam_01,Processing,No Fault,ISO9001,Medium
4671,T:20.68 V:6.43 H:48.3,2.136537442556937,4.705677927306322,2.1663334829160403,auto,East,Fam_18,Processing,No Fault,ISO9001,Medium
4672,T:29.48 V:13.08 H:41.3,9.53256507379525,2.918162556174303,2.539427350000679,auto,East,Fam_11,Final,No Fault,ISO9001,Medium
4673,T:24.65 V:5.86 H:43.0,1.4986663921704944,4.423180276845517,1.881494651440466,semi_auto,West,Fam_22,Assembly,No Fault,ISO9001,Medium
4674,T:17.47 V:8.10 H:66.8,3.5174666683543423,4.486672048727267,2.5693836668677124,auto,North,Fam_33,Processing,Medium,ISO9001,Low
4675,T:22.33 V:3.93 H:62.5,2.73021511785415,2.586478939396976,1.03967506265982,auto,North,Fam_36,Assembly,No Fault,ISO9001,Low
